TIME OF FLIP,STARTED,LANDED
24/04/18 13:18:42,t,h
24/04/18 13:18:47,t,t
24/04/18 13:18:51,t,h
24/04/18 13:18:53,t,t
24/04/18 13:18:56,t,h
24/04/18 13:18:59,t,h
24/04/18 13:19:02,t,t
24/04/18 13:19:04,t,h
24/04/18 13:19:06,t,h
24/04/18 13:19:08,t,h
24/04/18 13:19:16,t,h
24/04/18 13:19:19,t,h
24/04/18 13:19:20,t,h
24/04/18 13:19:23,t,t
24/04/18 13:19:26,t,h
24/04/18 13:19:28,t,h
24/04/18 13:19:30,t,t
24/04/18 13:19:35,t,t
24/04/18 13:19:37,t,h
24/04/18 13:19:39,t,t
24/04/18 13:19:43,t,h
24/04/18 13:19:47,t,h
24/04/18 13:19:53,t,h
24/04/18 13:19:56,t,h
24/04/18 13:19:59,t,t
24/04/18 13:20:01,t,t
24/04/18 13:20:03,t,t
24/04/18 13:20:06,t,h
24/04/18 13:20:08,t,h
24/04/18 13:20:13,t,h
24/04/18 13:20:15,t,t
24/04/18 13:20:18,t,t
24/04/18 13:20:23,t,t
24/04/18 13:20:24,t,h
24/04/18 13:20:26,t,t
24/04/18 13:20:28,t,t
24/04/18 13:20:31,t,t
24/04/18 13:20:33,t,h
24/04/18 13:20:35,t,h
24/04/18 13:20:37,t,t
24/04/18 13:20:40,t,h
24/04/18 13:20:43,t,h
24/04/18 13:20:47,t,h
24/04/18 13:20:51,t,t
24/04/18 13:20:53,t,h
24/04/18 13:20:56,t,h
24/04/18 13:21:00,t,h
24/04/18 13:21:03,t,h
24/04/18 13:21:06,t,h
24/04/18 13:21:08,t,t
24/04/18 13:21:12,t,t
24/04/18 13:21:14,t,h
24/04/18 13:21:16,t,t
24/04/18 13:21:24,t,h
24/04/18 13:21:27,t,t
24/04/18 13:21:30,t,t
24/04/18 13:21:31,t,h
24/04/18 13:21:34,t,h
24/04/18 13:21:36,t,t
24/04/18 13:21:38,t,t
24/04/18 13:21:41,t,h
24/04/18 13:21:45,t,h
24/04/18 13:21:51,t,h
24/04/18 13:21:53,t,t
24/04/18 13:21:55,t,t
24/04/18 13:21:58,t,h
24/04/18 13:22:01,t,h
24/04/18 13:22:03,t,h
24/04/18 13:22:06,t,t
24/04/18 13:22:10,t,t
24/04/18 13:22:12,t,h
24/04/18 13:22:15,t,t
24/04/18 13:22:18,t,h
24/04/18 13:22:21,t,t
24/04/18 13:22:24,t,h
24/04/18 13:22:28,t,t
24/04/18 13:22:29,t,t
24/04/18 13:22:32,t,t
24/04/18 13:22:35,t,h
24/04/18 13:22:38,t,t
24/04/18 13:22:40,t,t
24/04/18 13:22:41,t,t
24/04/18 13:22:44,t,t
24/04/18 13:22:46,t,t
24/04/18 13:22:48,t,h
24/04/18 13:22:51,t,t
24/04/18 13:22:53,t,t
24/04/18 13:22:55,t,t
24/04/18 13:22:58,t,t
24/04/18 13:23:00,t,t
24/04/18 13:23:03,t,t
24/04/18 13:23:05,t,t
24/04/18 13:23:07,t,t
24/04/18 13:23:09,t,t
24/04/18 13:23:12,t,h
24/04/18 13:23:14,t,h
24/04/18 13:23:17,t,h
24/04/18 13:23:31,t,t
24/04/18 13:23:35,t,t
24/04/18 13:23:37,t,h
24/04/18 13:23:39,t,t
24/04/18 13:23:42,t,h
24/04/18 13:23:47,t,h
24/04/18 13:24:04,t,h
24/04/18 13:24:06,t,t
24/04/18 13:24:08,t,h
24/04/18 13:24:10,t,h
24/04/18 13:24:12,t,t
24/04/18 13:24:15,t,h
24/04/18 13:24:17,t,h
24/04/18 13:24:19,t,h
24/04/18 13:24:22,t,t
24/04/18 13:24:25,t,t
24/04/18 13:24:27,t,h
24/04/18 13:24:29,t,h
24/04/18 13:24:32,t,h
24/04/18 13:24:34,t,t
24/04/18 13:24:37,t,h
24/04/18 13:24:43,t,h
24/04/18 13:24:50,t,h
24/04/18 13:24:53,t,h
24/04/18 13:24:57,t,t
24/04/18 13:24:59,t,t
24/04/18 13:25:02,t,h
24/04/18 13:25:04,t,t
24/04/18 13:25:07,t,t
24/04/18 13:25:09,t,t
24/04/18 13:25:11,t,h
24/04/18 13:25:15,t,h
24/04/18 13:25:18,t,h
24/04/18 13:25:20,t,h
24/04/18 13:25:22,t,h
24/04/18 13:25:25,t,t
24/04/18 13:25:28,t,h
24/04/18 13:25:30,t,h
24/04/18 13:25:33,t,t
24/04/18 13:25:36,t,h
24/04/18 13:25:38,t,t
24/04/18 13:25:40,t,t
24/04/18 13:25:42,t,t
24/04/18 13:25:45,t,t
24/04/18 13:25:48,t,h
24/04/18 13:25:51,t,h
24/04/18 13:25:55,t,h
24/04/18 13:25:57,t,h
24/04/18 13:25:59,t,h
24/04/18 13:26:02,t,t
24/04/18 13:26:04,t,t
24/04/18 13:26:07,t,h
24/04/18 13:26:10,t,t
24/04/18 13:26:12,t,h
24/04/18 13:26:15,t,t
24/04/18 13:26:17,t,t
24/04/18 13:26:21,t,h
24/04/18 13:26:24,t,h
24/04/18 13:26:27,t,h
24/04/18 13:26:30,t,h
24/04/18 13:26:34,t,h
24/04/18 13:26:37,t,t
24/04/18 13:26:39,t,t
24/04/18 13:26:42,t,h
24/04/18 13:26:44,t,t
24/04/18 13:34:55,t,h
24/04/18 13:35:00,t,h
24/04/18 13:35:03,t,t
24/04/18 13:35:05,t,t
24/04/18 13:35:08,t,h
24/04/18 13:35:10,t,h
24/04/18 13:35:16,t,h
24/04/18 13:35:19,t,t
24/04/18 13:35:22,t,h
24/04/18 13:35:24,t,h
24/04/18 13:35:27,t,t
24/04/18 13:35:29,t,t
24/04/18 13:35:31,t,t
24/04/18 13:35:34,t,t
24/04/18 13:35:37,t,t
24/04/18 13:35:40,t,h
24/04/18 13:35:43,t,t
24/04/18 13:35:45,t,t
24/04/18 13:35:48,t,h
24/04/18 13:35:52,t,h
24/04/18 13:35:54,t,h
24/04/18 13:35:56,t,t
24/04/18 13:35:59,t,h
24/04/18 13:36:01,t,t
24/04/18 13:36:05,t,t
24/04/18 13:36:08,t,h
24/04/18 13:36:10,t,t
24/04/18 13:36:13,t,t
24/04/18 13:36:16,t,h
24/04/18 13:36:18,t,t
24/04/18 13:36:20,t,h
24/04/18 13:36:22,t,t
24/04/18 13:36:25,t,t
24/04/18 13:36:27,t,h
24/04/18 13:36:30,t,h
24/04/18 13:36:33,t,h
24/04/18 13:36:37,t,h
24/04/18 13:36:48,t,t
24/04/18 13:36:50,t,t
24/04/18 13:36:55,t,h
24/04/18 13:36:59,t,t
24/04/18 13:37:03,t,t
24/04/18 13:37:05,t,h
24/04/18 13:37:08,t,h
24/04/18 13:37:11,t,h
24/04/18 13:37:13,t,t
24/04/18 13:37:16,t,t
24/04/18 13:37:18,t,h
24/04/18 13:37:21,t,h
24/04/18 13:37:23,t,h
24/04/18 13:37:26,t,h
24/04/18 13:37:28,t,t
24/04/18 13:37:31,t,t
24/04/18 13:37:33,t,t
24/04/18 13:37:35,t,h
24/04/18 13:37:38,t,h
24/04/18 13:37:40,t,t
24/04/18 13:37:42,t,h
24/04/18 13:37:46,t,h
24/04/18 13:37:48,t,t
24/04/18 13:37:52,t,h
24/04/18 13:37:54,t,h
24/04/18 13:37:55,t,t
24/04/18 13:37:58,t,h
24/04/18 13:38:00,t,t
24/04/18 13:38:03,t,t
24/04/18 13:38:05,t,t
24/04/18 13:38:07,t,t
24/04/18 13:38:10,t,h
24/04/18 13:38:12,t,t
24/04/18 13:38:14,t,t
24/04/18 13:38:16,t,t
24/04/18 13:38:19,t,t
24/04/18 13:38:21,t,t
24/04/18 13:38:24,t,h
24/04/18 13:38:26,t,t
24/04/18 13:38:28,t,t
24/04/18 13:38:31,t,t
24/04/18 13:38:33,t,h
24/04/18 13:38:36,t,t
24/04/18 13:38:38,t,h
24/04/18 13:38:41,t,h
24/04/18 13:38:43,t,h
24/04/18 13:38:45,t,h
24/04/18 13:38:48,t,t
24/04/18 13:38:50,t,h
24/04/18 13:38:53,t,t
24/04/18 13:38:56,t,t
24/04/18 13:38:58,t,t
24/04/18 13:39:01,t,h
24/04/18 13:39:05,t,h
24/04/18 13:39:08,t,h
24/04/18 13:39:12,t,h
24/04/18 13:39:16,t,t
24/04/18 13:39:18,t,t
24/04/18 13:39:21,t,h
24/04/18 13:39:23,t,t
24/04/18 13:39:26,t,h
24/04/18 13:39:28,t,t
24/04/18 13:39:49,t,e
24/04/18 13:40:37,t,t
24/04/18 13:40:58,t,t
24/04/18 13:41:03,t,t
24/04/18 13:41:05,t,h
24/04/18 13:41:08,t,h
24/04/18 13:41:11,t,t
24/04/18 13:41:13,t,h
24/04/18 13:41:15,t,t
24/04/18 13:41:18,t,h
24/04/18 13:41:21,t,t
24/04/18 13:41:24,t,t
24/04/18 13:41:27,t,h
24/04/18 13:41:30,t,t
24/04/18 13:41:32,t,t
24/04/18 13:41:34,t,t
24/04/18 13:41:37,t,t
24/04/18 13:41:39,t,t
24/04/18 13:41:42,t,t
24/04/18 13:41:44,t,t
24/04/18 13:41:46,t,t
24/04/18 13:41:49,t,t
24/04/18 13:41:51,t,t
24/04/18 13:41:54,t,h
24/04/18 13:41:57,t,t
24/04/18 13:42:01,t,h
24/04/18 13:42:03,t,t
24/04/18 13:42:06,t,t
24/04/18 13:42:08,t,h
24/04/18 13:42:11,t,t
24/04/18 13:42:14,t,t
24/04/18 13:42:16,t,t
24/04/18 13:42:19,t,t
24/04/18 13:42:22,t,h
24/04/18 13:42:25,t,h
24/04/18 13:42:28,t,h
24/04/18 13:42:30,t,h
24/04/18 13:42:32,t,t
24/04/18 13:42:35,t,t
24/04/18 13:42:38,t,h
24/04/18 13:42:41,t,h
24/04/18 13:42:44,t,t
24/04/18 13:42:47,t,t
24/04/18 13:42:49,t,t
24/04/18 13:42:51,t,h
24/04/18 13:42:54,t,t
24/04/18 13:42:56,t,t
24/04/18 13:42:59,t,t
24/04/18 13:43:03,t,h
24/04/18 13:43:06,t,h
24/04/18 13:43:09,t,h
24/04/18 13:43:13,t,h
24/04/18 13:43:16,t,t
24/04/18 13:43:19,t,h
24/04/18 13:43:21,t,h
24/04/18 13:43:24,t,h
24/04/18 13:43:26,t,h
24/04/18 13:43:29,t,h
24/04/18 13:43:32,t,h
24/04/18 13:43:34,t,t
24/04/18 13:43:37,t,h
24/04/18 13:43:39,t,h
24/04/18 13:43:42,t,h
24/04/18 13:43:44,t,h
24/04/18 13:43:46,t,t
24/04/18 13:43:50,t,t
24/04/18 13:43:55,t,h
24/04/18 13:43:58,t,t
24/04/18 13:44:03,t,h
24/04/18 13:44:07,t,t
24/04/18 13:44:17,t,t
24/04/18 13:44:22,t,t
24/04/18 13:44:25,t,h
24/04/18 13:44:27,t,t
24/04/18 13:44:29,t,t
24/04/18 13:44:32,t,h
24/04/18 13:44:36,t,h
24/04/18 13:44:39,t,h
24/04/18 13:44:41,t,t
24/04/18 13:44:44,t,h
24/04/18 13:44:47,t,t
24/04/18 13:44:50,t,t
24/04/18 13:44:54,t,t
24/04/18 13:44:55,t,h
24/04/18 13:44:58,t,t
24/04/18 13:45:00,t,t
24/04/18 13:45:03,t,t
24/04/18 13:45:06,t,t
24/04/18 13:45:09,t,t
24/04/18 13:45:12,t,h
24/04/18 13:45:15,t,h
24/04/18 13:45:19,t,h
24/04/18 13:45:22,t,h
24/04/18 13:45:24,t,h
24/04/18 13:45:27,t,h
24/04/18 13:45:30,t,t
24/04/18 13:45:33,t,h
24/04/18 13:45:36,t,t
24/04/18 13:45:39,t,t
24/04/18 13:45:41,t,h
24/04/18 13:45:45,t,h
24/04/18 13:45:49,t,h
24/04/18 13:45:52,t,h
24/04/18 13:45:55,t,t
24/04/18 13:45:57,t,h
24/04/18 13:46:00,t,t
24/04/18 13:46:02,t,t
24/04/18 13:46:06,t,h
24/04/18 13:46:08,t,h
24/04/18 13:46:11,t,t
24/04/18 13:46:13,t,t
24/04/18 13:46:18,t,h
24/04/18 13:46:21,t,h
24/04/18 13:46:24,t,t
24/04/18 13:46:27,t,t
24/04/18 13:46:29,t,h
24/04/18 13:46:32,t,h
24/04/18 13:46:35,t,h
24/04/18 13:46:38,t,h
24/04/18 13:46:40,t,t
24/04/18 13:46:45,t,t
24/04/18 13:46:47,t,t
24/04/18 13:46:52,t,t
24/04/18 13:46:55,t,t
24/04/18 13:46:57,t,t
24/04/18 13:47:00,t,h
24/04/18 13:47:02,t,h
24/04/18 13:47:09,t,h
24/04/18 13:47:12,t,h
24/04/18 13:47:16,t,t
24/04/18 13:47:19,t,h
24/04/18 13:47:22,t,h
24/04/18 13:47:24,t,t
24/04/18 13:47:27,t,h
24/04/18 13:47:29,t,h
24/04/18 13:47:35,t,t
24/04/18 13:47:37,t,h
24/04/18 13:47:40,t,t
24/04/18 13:48:14,t,h
24/04/18 13:48:43,t,t
24/04/18 13:48:46,t,h
24/04/18 13:48:49,t,h
24/04/18 13:48:53,t,h
24/04/18 13:48:55,t,h
24/04/18 13:49:00,t,t
24/04/18 13:49:04,t,t
24/04/18 13:49:07,t,h
24/04/18 13:49:11,t,t
24/04/18 13:49:15,t,h
24/04/18 13:49:18,t,t
24/04/18 13:49:21,t,h
24/04/18 13:49:25,t,t
24/04/18 13:49:27,t,h
24/04/18 13:49:32,t,t
24/04/18 13:49:34,t,t
24/04/18 13:49:37,t,t
24/04/18 13:49:41,t,h
24/04/18 13:49:44,t,h
24/04/18 13:49:47,t,h
24/04/18 13:49:50,t,h
24/04/18 13:49:53,t,h
24/04/18 13:49:58,t,h
24/04/18 13:50:02,t,h
24/04/18 13:50:06,t,h
24/04/18 13:50:08,t,h
24/04/18 13:50:13,t,h
24/04/18 13:50:15,t,h
24/04/18 13:50:19,t,t
24/04/18 13:50:22,t,t
24/04/18 13:50:24,t,t
24/04/18 13:50:28,t,h
24/04/18 13:50:34,t,h
24/04/18 13:50:39,t,h
24/04/18 13:50:43,t,h
24/04/18 13:51:05,t,t
24/04/18 13:51:08,t,t
24/04/18 13:51:11,t,t
24/04/18 13:51:13,t,t
24/04/18 13:51:15,t,t
24/04/18 13:51:21,t,h
24/04/18 13:51:24,t,h
24/04/18 13:51:26,t,t
24/04/18 13:51:29,t,t
24/04/18 13:51:32,t,h
24/04/18 13:51:35,t,t
24/04/18 13:51:38,t,t
24/04/18 13:51:44,t,t
24/04/18 13:51:46,t,t
24/04/18 13:51:49,t,t
24/04/18 13:51:51,t,h
24/04/18 13:51:55,t,h
24/04/18 13:51:58,t,t
24/04/18 13:52:02,t,t
24/04/18 13:52:04,t,t
24/04/18 13:52:06,t,t
24/04/18 13:52:09,t,t
24/04/18 13:52:12,t,t
24/04/18 13:52:15,t,t
24/04/18 13:52:18,t,t
24/04/18 13:52:21,t,h
24/04/18 13:52:25,t,h
24/04/18 13:52:31,t,h
24/04/18 13:52:38,t,t
24/04/18 13:52:44,t,h
24/04/18 13:52:48,t,t
24/04/18 13:52:50,t,h
24/04/18 13:52:53,t,t
24/04/18 13:52:55,t,h
24/04/18 13:52:59,t,t
24/04/18 13:53:02,t,h
24/04/18 13:53:06,t,h
24/04/18 13:53:08,t,h
24/04/18 13:53:12,t,h
24/04/18 13:53:14,t,h
24/04/18 13:53:19,t,h
24/04/18 13:53:24,t,t
24/04/18 13:53:26,t,h
24/04/18 13:53:30,t,t
24/04/18 13:53:35,t,t
24/04/18 13:53:46,t,h
24/04/18 13:53:52,t,h
24/04/18 13:53:56,t,t
24/04/18 13:54:04,t,h
24/04/18 13:54:13,t,h
24/04/18 13:54:22,t,t
24/04/18 13:54:24,t,t
24/04/18 13:54:28,t,t
24/04/18 13:54:31,t,t
24/04/18 13:54:33,t,t
24/04/18 13:54:35,t,t
24/04/18 13:54:38,t,h
24/04/18 13:54:41,t,h
24/04/18 13:54:44,t,h
24/04/18 13:54:47,t,h
24/04/18 13:54:50,t,t
24/04/18 14:51:40,h,t
24/04/18 14:51:43,h,t
24/04/18 14:51:46,h,t
24/04/18 14:51:48,h,h
24/04/18 14:51:51,h,t
24/04/18 14:51:54,h,h
24/04/18 14:51:56,h,t
24/04/18 14:52:00,h,h
24/04/18 14:52:04,h,t
24/04/18 14:52:09,h,h
24/04/18 14:52:15,h,t
24/04/18 14:52:17,h,h
24/04/18 14:52:20,h,h
24/04/18 14:52:25,h,h
24/04/18 14:52:32,h,h
24/04/18 14:52:35,h,h
24/04/18 14:52:37,h,t
24/04/18 14:52:42,h,h
24/04/18 14:52:48,h,t
24/04/18 14:52:50,h,t
24/04/18 14:52:53,h,h
24/04/18 14:52:57,h,t
24/04/18 14:53:00,h,t
24/04/18 14:53:03,h,t
24/04/18 14:53:05,h,t
24/04/18 14:53:11,h,t
24/04/18 14:53:14,h,t
24/04/18 14:53:20,h,t
24/04/18 14:53:22,h,t
24/04/18 14:53:26,h,h
24/04/18 14:53:28,h,t
24/04/18 14:53:31,h,h
24/04/18 14:53:33,h,t
24/04/18 14:53:36,h,h
24/04/18 14:53:39,h,h
24/04/18 14:53:42,h,t
24/04/18 14:53:45,h,t
24/04/18 14:53:47,h,h
24/04/18 14:53:51,h,t
24/04/18 14:53:55,h,h
24/04/18 14:54:10,h,h
24/04/18 14:54:15,h,h
24/04/18 14:54:18,h,h
24/04/18 14:54:21,h,h
24/04/18 14:54:26,h,h
24/04/18 14:54:29,h,h
24/04/18 14:54:32,h,t
24/04/18 14:54:37,h,t
24/04/18 14:54:40,h,h
24/04/18 14:54:42,h,t
24/04/18 14:54:45,h,h
24/04/18 14:54:47,h,t
24/04/18 14:54:50,h,h
24/04/18 14:54:53,h,h
24/04/18 14:54:55,h,h
24/04/18 14:55:02,h,h
24/04/18 14:55:04,h,t
24/04/18 14:55:07,h,h
24/04/18 14:55:10,h,t
24/04/18 14:55:14,h,h
24/04/18 14:55:17,h,h
24/04/18 14:55:19,h,h
24/04/18 14:55:22,h,h
24/04/18 14:55:24,h,h
24/04/18 14:55:27,h,t
24/04/18 14:55:29,h,h
24/04/18 14:55:33,h,t
24/04/18 14:55:36,h,t
24/04/18 14:55:39,h,h
24/04/18 14:55:45,h,h
24/04/18 14:55:48,h,h
24/04/18 14:55:49,h,h
24/04/18 14:55:52,h,t
24/04/18 14:55:56,h,t
24/04/18 14:55:58,h,t
24/04/18 14:56:01,h,h
24/04/18 14:56:03,h,h
24/04/18 14:56:07,h,t
24/04/18 14:56:10,h,t
24/04/18 14:56:13,h,h
24/04/18 14:56:15,h,t
24/04/18 14:56:18,h,t
24/04/18 14:56:21,h,t
24/04/18 14:56:24,h,t
24/04/18 14:56:27,h,h
24/04/18 14:56:29,h,t
24/04/18 14:56:32,h,t
24/04/18 14:56:34,h,t
24/04/18 14:56:37,h,h
24/04/18 14:56:40,h,h
24/04/18 14:56:43,h,h
24/04/18 14:56:50,h,h
24/04/18 14:56:53,h,h
24/04/18 14:56:56,h,t
24/04/18 14:56:59,h,h
24/04/18 14:57:01,h,t
24/04/18 14:57:04,h,t
24/04/18 14:57:06,h,h
24/04/18 14:57:09,h,h
24/04/18 14:57:15,h,t
24/04/18 14:57:17,h,t
24/04/18 14:57:20,h,t
24/04/18 14:57:22,h,h
24/04/18 14:57:25,h,t
24/04/18 14:57:28,h,h
24/04/18 14:57:30,h,t
24/04/18 14:57:36,h,t
24/04/18 14:57:40,h,t
24/04/18 14:57:43,h,t
24/04/18 14:57:46,h,t
24/04/18 14:57:49,h,h
24/04/18 14:57:53,h,t
24/04/18 14:57:56,h,t
24/04/18 14:57:58,h,h
24/04/18 14:58:01,h,t
24/04/18 14:58:04,h,t
24/04/18 14:58:06,h,t
24/04/18 14:58:09,h,h
24/04/18 14:58:12,h,h
24/04/18 14:58:14,h,h
24/04/18 14:58:17,h,t
24/04/18 14:58:20,h,t
24/04/18 14:58:23,h,h
24/04/18 14:58:28,h,h
24/04/18 14:58:31,h,t
24/04/18 14:58:34,h,h
24/04/18 14:58:37,h,t
24/04/18 14:58:39,h,t
24/04/18 14:58:42,h,t
24/04/18 14:58:45,h,h
24/04/18 14:58:47,h,h
24/04/18 14:58:50,h,h
24/04/18 14:59:00,h,t
24/04/18 14:59:03,h,h
24/04/18 14:59:06,h,h
24/04/18 14:59:08,h,t
24/04/18 14:59:11,h,t
24/04/18 14:59:13,h,t
24/04/18 14:59:18,h,h
24/04/18 14:59:21,h,t
24/04/18 14:59:23,h,t
24/04/18 14:59:26,h,t
24/04/18 14:59:29,h,h
24/04/18 14:59:33,h,t
24/04/18 14:59:36,h,t
24/04/18 14:59:39,h,h
24/04/18 14:59:42,h,t
24/04/18 14:59:44,h,t
24/04/18 14:59:48,h,h
24/04/18 14:59:51,h,t
24/04/18 14:59:55,h,t
24/04/18 14:59:59,h,h
24/04/18 15:00:01,h,h
24/04/18 15:00:03,h,h
24/04/18 15:00:07,h,t
24/04/18 15:00:10,h,h
24/04/18 15:00:15,h,t
24/04/18 15:00:18,h,t
24/04/18 15:00:21,h,h
24/04/18 15:00:23,h,h
24/04/18 15:00:25,h,h
24/04/18 15:00:31,h,t
24/04/18 15:00:34,h,t
24/04/18 15:00:37,h,t
24/04/18 15:00:40,h,h
24/04/18 15:00:43,h,h
24/04/18 15:00:49,h,h
24/04/18 15:00:51,h,h
24/04/18 15:00:53,h,t
24/04/18 15:00:56,h,t
24/04/18 15:00:58,h,t
24/04/18 15:01:03,h,t
24/04/18 15:01:06,h,h
24/04/18 15:01:08,h,t
24/04/18 15:01:11,h,t
24/04/18 15:01:14,h,t
24/04/18 15:01:17,h,h
24/04/18 15:01:19,h,h
24/04/18 15:01:21,h,t
24/04/18 15:01:24,h,t
24/04/18 15:01:29,h,t
24/04/18 15:01:33,h,h
24/04/18 15:01:36,h,t
24/04/18 15:01:39,h,h
24/04/18 15:01:42,h,t
24/04/18 15:01:45,h,h
24/04/18 15:01:48,h,t
24/04/18 15:01:52,h,t
24/04/18 15:01:54,h,h
24/04/18 15:01:57,h,h
24/04/18 15:02:00,h,t
24/04/18 15:02:03,h,t
24/04/18 15:02:06,h,t
24/04/18 15:02:08,h,t
24/04/18 15:02:11,h,h
24/04/18 15:02:14,h,h
24/04/18 15:02:17,h,t
24/04/18 15:02:20,h,t
24/04/18 15:02:22,h,h
24/04/18 15:02:25,h,t
24/04/18 15:02:32,h,h
24/04/18 15:02:35,h,t
24/04/18 15:02:37,h,h
24/04/18 15:02:41,h,h
24/04/18 15:02:43,h,h
24/04/18 15:02:45,h,h
24/04/18 15:02:48,h,h
24/04/18 15:02:51,h,h
24/04/18 15:02:53,h,h
24/04/18 15:02:56,h,t
24/04/18 15:02:59,h,t
24/04/18 15:03:01,h,t
24/04/18 15:03:03,h,t
24/04/18 15:03:07,h,t
24/04/18 15:03:10,h,t
24/04/18 15:03:13,h,h
24/04/18 15:03:21,h,h
24/04/18 15:03:27,h,h
24/04/18 15:03:33,h,t
24/04/18 15:03:37,h,h
24/04/18 15:03:39,h,t
24/04/18 15:03:43,h,t
24/04/18 15:03:46,h,t
24/04/18 15:03:49,h,h
24/04/18 15:03:52,h,t
24/04/18 15:03:56,h,t
24/04/18 15:03:58,h,h
24/04/18 15:04:01,h,t
24/04/18 15:04:04,h,h
24/04/18 15:04:07,h,t
24/04/18 15:04:13,h,h
24/04/18 15:04:15,h,h
24/04/18 15:04:18,h,t
24/04/18 15:04:21,h,t
24/04/18 15:04:24,h,t
24/04/18 15:04:26,h,t
24/04/18 15:04:28,h,t
24/04/18 15:04:31,h,t
24/04/18 15:04:33,h,t
24/04/18 15:04:37,h,h
24/04/18 15:04:42,h,t
24/04/18 15:04:44,h,h
24/04/18 15:04:48,h,h
24/04/18 15:08:35,h,h
24/04/18 15:09:18,h,t
24/04/18 15:09:21,h,h
24/04/18 15:09:24,h,h
24/04/18 15:09:26,h,h
24/04/18 15:09:29,h,h
24/04/18 15:09:33,h,h
24/04/18 15:09:40,h,t
24/04/18 15:09:45,h,h
24/04/18 15:09:47,h,t
24/04/18 15:09:51,h,t
24/04/18 15:09:54,h,t
24/04/18 15:09:56,h,t
24/04/18 15:09:59,h,t
24/04/18 15:10:03,h,h
24/04/18 15:10:05,h,h
24/04/18 15:10:09,h,h
24/04/18 15:10:12,h,h
24/04/18 15:10:14,h,t
24/04/18 15:10:17,h,h
24/04/18 15:10:19,h,h
24/04/18 15:10:22,h,t
24/04/18 15:10:24,h,h
24/04/18 15:10:29,h,t
24/04/18 15:10:31,h,h
24/04/18 15:10:33,h,t
24/04/18 15:10:35,h,h
24/04/18 15:10:40,h,t
24/04/18 15:10:43,h,h
24/04/18 15:10:45,h,t
24/04/18 15:10:51,h,h
24/04/18 15:10:55,h,t
24/04/18 15:10:57,h,t
24/04/18 15:14:03,h,h
24/04/18 15:14:06,h,t
24/04/18 15:14:09,h,t
24/04/18 15:14:11,h,t
24/04/18 15:14:17,h,t
24/04/18 15:14:19,h,t
24/04/18 15:14:23,h,h
24/04/18 15:14:25,h,t
24/04/18 15:14:28,h,t
24/04/18 15:14:30,h,h
24/04/18 15:14:33,h,h
24/04/18 15:14:34,h,t
24/04/18 15:14:37,h,h
24/04/18 15:14:40,h,h
24/04/18 15:14:48,h,t
24/04/18 15:14:54,h,h
24/04/18 15:14:58,h,t
24/04/18 15:15:01,h,t
24/04/18 15:15:04,h,h
24/04/18 15:15:07,h,h
24/04/18 15:15:09,h,h
24/04/18 15:15:12,h,h
24/04/18 15:15:14,h,t
24/04/18 15:15:17,h,t
24/04/18 15:15:24,h,h
24/04/18 15:15:26,h,t
24/04/18 15:15:29,h,t
24/04/18 15:15:31,h,t
24/04/18 15:15:34,h,h
24/04/18 15:15:37,h,h
24/04/18 15:15:39,h,t
24/04/18 15:15:41,h,t
24/04/18 15:15:44,h,t
24/04/18 15:15:47,h,h
24/04/18 15:15:49,h,h
24/04/18 15:15:52,h,t
24/04/18 15:15:55,h,h
24/04/18 15:15:58,h,t
24/04/18 15:16:01,h,t
24/04/18 15:16:04,h,h
24/04/18 15:16:07,h,h
24/04/18 15:16:09,h,t
24/04/18 15:16:12,h,t
24/04/18 15:16:14,h,h
24/04/18 15:16:16,h,h
24/04/18 15:16:19,h,t
24/04/18 15:16:22,h,h
24/04/18 15:16:27,h,t
24/04/18 15:16:33,h,h
24/04/18 15:16:40,h,h
24/04/18 15:16:42,h,t
24/04/18 15:16:47,h,h
24/04/18 15:16:49,h,h
24/04/18 15:16:51,h,t
24/04/18 15:16:54,h,h
24/04/18 15:16:57,h,h
24/04/18 15:17:00,h,h
24/04/18 15:17:02,h,h
24/04/18 15:17:04,h,t
24/04/18 15:17:06,h,h
24/04/18 15:17:09,h,h
24/04/18 15:17:12,h,h
24/04/18 15:17:17,h,h
24/04/18 15:17:20,h,h
24/04/18 15:17:22,h,t
24/04/18 15:17:25,h,h
24/04/18 15:17:27,h,h
24/04/18 15:17:30,h,h
24/04/18 15:17:33,h,t
24/04/18 15:17:41,h,h
24/04/18 15:17:44,h,t
24/04/18 15:17:54,h,h
24/04/18 15:17:58,h,t
24/04/18 15:18:02,h,h
24/04/18 15:18:04,h,t
24/04/18 15:18:10,h,t
24/04/18 15:18:13,h,t
24/04/18 15:18:16,h,h
24/04/18 15:18:18,h,t
24/04/18 15:18:22,h,h
24/04/18 15:18:24,h,h
24/04/18 15:18:27,h,h
24/04/18 15:18:29,h,h
24/04/18 15:18:31,h,t
24/04/18 15:18:34,h,h
24/04/18 15:18:37,h,t
24/04/18 15:18:39,h,t
24/04/18 15:18:41,h,h
24/04/18 15:18:44,h,t
24/04/18 15:18:46,h,h
24/04/18 15:18:49,h,t
24/04/18 15:18:52,h,h
24/04/18 15:18:54,h,h
24/04/18 15:18:56,h,h
24/04/18 15:19:00,h,t
24/04/18 15:19:02,h,h
24/04/18 15:19:07,h,t
24/04/18 15:19:10,h,t
24/04/18 15:19:13,h,t
24/04/18 15:19:15,h,t
24/04/18 15:19:18,h,h
